id,key,value,type
42508413,crossing,traffic_signals,regular
42508424,highway,traffic_signals,regular
42508803,highway,traffic_signals,regular
42508805,highway,traffic_signals,regular
42508808,highway,traffic_signals,regular
42508816,highway,traffic_signals,regular
42508816,crossing,traffic_signals,regular
42508832,highway,traffic_signals,regular
42508832,crossing,traffic_signals,regular
42508836,highway,traffic_signals,regular
42508836,crossing,traffic_signals,regular
42508841,highway,traffic_signals,regular
42509873,highway,traffic_signals,regular
42512787,highway,traffic_signals,regular
42512787,crossing,traffic_signals,regular
42512791,highway,traffic_signals,regular
42512791,crossing,traffic_signals,regular
42512797,highway,traffic_signals,regular
42512797,crossing,traffic_signals,regular
42512802,highway,traffic_signals,regular
42512802,crossing,traffic_signals,regular
42512807,highway,traffic_signals,regular
42512807,crossing,traffic_signals,regular
42512810,highway,traffic_signals,regular
42512810,crossing,traffic_signals,regular
42512814,highway,traffic_signals,regular
42512814,crossing,traffic_signals,regular
42512817,highway,traffic_signals,regular
42512817,crossing,traffic_signals,regular
42512821,highway,traffic_signals,regular
42512821,crossing,traffic_signals,regular
42512824,highway,traffic_signals,regular
42512824,crossing,traffic_signals,regular
42512828,highway,traffic_signals,regular
42512828,crossing,traffic_signals,regular
42512832,highway,traffic_signals,regular
42512836,highway,traffic_signals,regular
42512839,highway,traffic_signals,regular
42512839,crossing,traffic_signals,regular
42512842,highway,traffic_signals,regular
42512842,crossing,traffic_signals,regular
42512845,highway,traffic_signals,regular
42512849,highway,traffic_signals,regular
42514099,highway,traffic_signals,regular
42514105,highway,traffic_signals,regular
42514116,highway,traffic_signals,regular
42514140,highway,traffic_signals,regular
42516925,highway,traffic_signals,regular
42516925,crossing,traffic_signals,regular
42517185,highway,traffic_signals,regular
42517185,crossing,traffic_signals,regular
42519024,highway,traffic_signals,regular
42519024,crossing,traffic_signals,regular
42519037,highway,traffic_signals,regular
42519045,highway,traffic_signals,regular
42519049,highway,traffic_signals,regular
42519053,highway,traffic_signals,regular
42519053,crossing,traffic_signals,regular
42519058,highway,traffic_signals,regular
42519058,crossing,traffic_signals,regular
42519063,highway,traffic_signals,regular
42519068,highway,traffic_signals,regular
42519068,crossing,traffic_signals,regular
42519095,highway,traffic_signals,regular
42519420,highway,traffic_signals,regular
42520468,highway,traffic_signals,regular
42520468,crossing,traffic_signals,regular
42520472,highway,traffic_signals,regular
42520472,crossing,traffic_signals,regular
42520476,highway,traffic_signals,regular
42520476,crossing,traffic_signals,regular
42520481,highway,traffic_signals,regular
42520481,crossing,traffic_signals,regular
42520484,highway,traffic_signals,regular
42520487,highway,traffic_signals,regular
42520490,highway,traffic_signals,regular
42520492,highway,traffic_signals,regular
42520492,crossing,traffic_signals,regular
42520498,highway,traffic_signals,regular
42520501,highway,traffic_signals,regular
42524544,highway,traffic_signals,regular
42526249,highway,traffic_signals,regular
42526268,highway,traffic_signals,regular
42526268,crossing,traffic_signals,regular
42528179,highway,traffic_signals,regular
42528437,highway,traffic_signals,regular
42528454,highway,traffic_signals,regular
42528457,highway,traffic_signals,regular
42528479,highway,traffic_signals,regular
42530551,highway,traffic_signals,regular
42530551,crossing,traffic_signals,regular
42530570,highway,traffic_signals,regular
42530578,highway,traffic_signals,regular
42530578,crossing,traffic_signals,regular
42530580,highway,traffic_signals,regular
42530580,crossing,traffic_signals,regular
42530599,highway,traffic_signals,regular
42530935,highway,traffic_signals,regular
42530943,highway,traffic_signals,regular
42530943,crossing,traffic_signals,regular
42532098,highway,traffic_signals,regular
42532114,highway,traffic_signals,regular
42532121,highway,traffic_signals,regular
42532121,crossing,traffic_signals,regular
42533144,highway,traffic_signals,regular
42533224,highway,traffic_signals,regular
42533439,highway,traffic_signals,regular
42533448,highway,traffic_signals,regular
42533793,highway,traffic_signals,regular
42533793,crossing,traffic_signals,regular
42533804,highway,traffic_signals,regular
42534078,highway,traffic_signals,regular
42534078,crossing,traffic_signals,regular
42534096,highway,traffic_signals,regular
42534123,highway,traffic_signals,regular
42534256,highway,traffic_signals,regular
42534287,highway,traffic_signals,regular
42534287,crossing,traffic_signals,regular
42534404,highway,stop,regular
42534576,highway,traffic_signals,regular
42534576,crossing,traffic_signals,regular
42534874,highway,traffic_signals,regular
42534898,highway,traffic_signals,regular
42534934,highway,traffic_signals,regular
42535219,highway,traffic_signals,regular
42535963,highway,traffic_signals,regular
158803458,ele,4,regular
158803458,Class,Populated Place,gnis
158803458,County,Kings,gnis
158803458,County_num,047,gnis
158803458,id,951597,gnis
158803458,ST_alpha,NY,gnis
158803458,ST_num,36,gnis
158803458,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158803458,is_in,"Kings,New York,N.Y.,NY,USA",regular
158803458,name,Gravesend,regular
158803458,place,neighbourhood,regular
158803458,wikidata,Q3238884,regular
158811998,ele,3,regular
158811998,Class,Populated Place,gnis
158811998,County,Kings,gnis
158811998,County_num,047,gnis
158811998,id,951042,gnis
158811998,ST_alpha,NY,gnis
158811998,ST_num,36,gnis
158811998,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158811998,is_in,"Kings,New York,N.Y.,NY,USA",regular
158811998,name,Gerritsen,regular
158811998,place,neighbourhood,regular
158811998,wikidata,Q4137507,regular
158818104,ele,3,regular
158818104,Class,Populated Place,gnis
158818104,County,Kings,gnis
158818104,County_num,047,gnis
158818104,id,964999,gnis
158818104,ST_alpha,NY,gnis
158818104,ST_num,36,gnis
158818104,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158818104,is_in,"Kings,New York,N.Y.,NY,USA",regular
158818104,name,Sheepshead Bay,regular
158818104,place,neighbourhood,regular
158818104,wikidata,Q4524180,regular
269210103,created_by,JOSM,regular
269210479,created_by,JOSM,regular
357561914,ele,4,regular
357561914,name,Good Shepherd School,regular
357561914,amenity,school,regular
357561914,created,01/23/1980,gnis
357561914,state_id,36,gnis
357561914,county_id,047,gnis
357561914,feature_id,951316,gnis
357567474,ele,2,regular
357567474,name,Junior High School 43,regular
357567474,amenity,school,regular
357567474,edited,01/03/2006,gnis
357567474,created,01/23/1980,gnis
357567474,state_id,36,gnis
357567474,county_id,047,gnis
357567474,feature_id,954318,gnis
357579363,ele,9,regular
357579363,name,Public School 199,regular
357579363,amenity,school,regular
357579363,edited,10/17/2005,gnis
357579363,created,01/23/1980,gnis
357579363,state_id,36,gnis
357579363,county_id,047,gnis
357579363,feature_id,961489,gnis
357579623,city,Brooklyn,addr
357579623,housenumber,415,addr
357579623,postcode,11223,addr
357579623,state,NY,addr
357579623,street,Avenue S,addr
357579623,amenity,school,regular
357579623,ele,7,regular
357579623,county_id,047,gnis
357579623,created,01/23/1980,gnis
357579623,edited,10/17/2005,gnis
357579623,feature_id,961529,gnis
357579623,state_id,36,gnis
357579623,name,Public School 215,regular
357579697,ele,3,regular
357579697,name,Public School K225 Eileen E Zaglin,regular
357579697,amenity,school,regular
357579697,edited,10/21/2008,gnis
357579697,created,01/23/1980,gnis
357579697,state_id,36,gnis
357579697,county_id,047,gnis
357579697,feature_id,961543,gnis
357584283,ele,357619813,regular
357584283,name,Saint Edmund Preparatory High School,regular
357584283,amenity,school,regular
357584283,edited,10/27/2005,gnis
357584283,created,357619813,gnis
357584283,state_id,36,gnis
357584283,county_id,357619813,gnis
357584283,feature_id,963463,gnis
357592386,ele,2,regular
357592386,name,Temple Beth-El,regular
357592386,amenity,place_of_worship,regular
357592386,religion,jewish,regular
357592386,created,01/23/1980,gnis
357592386,state_id,36,gnis
357592386,county_id,047,gnis
357592386,feature_id,967134,gnis
357619216,amenity,place_of_worship,regular
357619216,ele,5,regular
357619216,county_id,047,gnis
357619216,created,01/03/2006,gnis
357619216,feature_id,2081769,gnis
357619216,state_id,36,gnis
357619216,name,Trinity Tabernacle of Gravesend,regular
357619216,religion,christian,regular
357619219,ele,4,regular
357619219,name,Good Shepherd Roman Catholic Church,regular
357619219,amenity,place_of_worship,regular
357619219,religion,christian,regular
357619219,denomination,catholic,regular
357619219,created,01/03/2006,gnis
357619219,state_id,36,gnis
357619219,county_id,047,gnis
357619219,feature_id,2081770,gnis
357619307,ele,7,regular
357619307,name,Bet Yakov Ateret Torah High School,regular
357619307,amenity,school,regular
357619307,created,01/03/2006,gnis
357619307,state_id,36,gnis
357619307,county_id,047,gnis
357619307,feature_id,2081889,gnis
357619338,ele,7,regular
357619338,name,Bnos Israel of East Flatbush,regular
357619338,amenity,school,regular
357619338,created,01/03/2006,gnis
357619338,state_id,36,gnis
357619338,county_id,047,gnis
357619338,feature_id,2081898,gnis
357619360,ele,4,regular
357619360,name,Brooklyn Amity School,regular
357619360,amenity,school,regular
357619360,created,01/03/2006,gnis
357619360,state_id,36,gnis
357619360,county_id,047,gnis
357619360,feature_id,2081905,gnis
357619533,ele,7,regular
357619533,name,Joseph S Gruss Yeshiva High School,regular
357619533,amenity,school,regular
357619533,created,01/03/2006,gnis
357619533,state_id,36,gnis
357619533,county_id,047,gnis
357619533,feature_id,2082166,gnis
357619555,ele,3,regular
357619555,name,Lev Bais Yaakov,regular
357619555,amenity,school,regular
357619555,created,01/03/2006,gnis
357619555,state_id,36,gnis
357619555,county_id,047,gnis
357619555,feature_id,2082173,gnis
357619581,name,Marine Park Day School,regular
357619581,amenity,school,regular
357619581,street,East 34th Street,addr
357619581,created,01/03/2006,gnis
357619581,postcode,11234,addr
357619581,state_id,36,gnis
357619581,county_id,047,gnis
357619581,feature_id,2082181,gnis
357619581,housenumber,1972,addr
357619590,ele,9,regular
357619590,name,Meorot Beit Yaakov,regular
357619590,amenity,school,regular
357619590,created,01/03/2006,gnis
357619590,state_id,36,gnis
357619590,county_id,047,gnis
357619590,feature_id,2082184,gnis
357619615,ele,7,regular
357619615,name,Mesorah School,regular
357619615,amenity,school,regular
357619615,created,01/12/2006,gnis
357619615,state_id,36,gnis
357619615,county_id,047,gnis
357619615,feature_id,2082193,gnis
357619625,ele,9,regular
357619625,name,Mikdash Melech Mechina,regular
357619625,amenity,school,regular
357619625,created,01/12/2006,gnis
357619625,state_id,36,gnis
357619625,county_id,047,gnis
357619625,feature_id,2082219,gnis
357619628,ele,7,regular
357619628,name,Mirrer Yeshiva Elementary School,regular
357619628,amenity,school,regular
357619628,created,01/12/2006,gnis
357619628,state_id,36,gnis
357619628,county_id,047,gnis
357619628,feature_id,2082220,gnis
357619635,ele,7,regular
357619635,name,Mirrer Yeshiva High School,regular
357619635,amenity,school,regular
357619635,created,01/12/2006,gnis
357619635,state_id,36,gnis
357619635,county_id,047,gnis
357619635,feature_id,2082221,gnis
357619658,ele,7,regular
357619658,name,Nefesh Academy,regular
357619658,amenity,school,regular
357619658,created,01/12/2006,gnis
357619658,state_id,36,gnis
357619658,county_id,047,gnis
357619658,feature_id,2082224,gnis
357619695,ele,6,regular
357619695,name,Prospect Park Bnos Leah High School,regular
357619695,amenity,school,regular
357619695,created,01/12/2006,gnis
357619695,state_id,36,gnis
357619695,county_id,047,gnis
357619695,feature_id,2082235,gnis
357619698,ele,6,regular
357619698,name,Prospect Park Yeshiva,regular
357619698,amenity,school,regular
357619698,created,01/12/2006,gnis
357619698,state_id,36,gnis
357619698,county_id,047,gnis
357619698,feature_id,2082236,gnis
357619802,ele,5,regular
357619802,name,Saint Agnes Seminary,regular
357619802,amenity,school,regular
357619802,created,01/12/2006,gnis
357619802,state_id,36,gnis
357619802,county_id,047,gnis
357619802,feature_id,2082273,gnis
357619813,ele,6,regular
357619813,name,Saint Edmund Elementary School,regular
357619813,amenity,school,regular
357619813,created,01/12/2006,gnis
357619813,state_id,36,gnis
357619813,county_id,047,gnis
357619813,feature_id,2082275,gnis
357619926,ele,7,regular
357619926,name,Three Hierarchs School,regular
357619926,amenity,school,regular
357619926,created,01/12/2006,gnis
357619926,state_id,36,gnis
357619926,county_id,047,gnis
357619926,feature_id,2082385,gnis
357620037,ele,7,regular
357620037,name,Yeshiva Toras Emes Kamenitz,regular
357620037,amenity,school,regular
357620037,created,01/17/2006,gnis
357620037,state_id,36,gnis
357620037,county_id,047,gnis
357620037,feature_id,2082420,gnis
357620052,ele,6,regular
357620052,name,Yeshivat Mizrachi L'Banim,regular
357620052,amenity,school,regular
357620052,created,01/17/2006,gnis
357620052,state_id,36,gnis
357620052,county_id,047,gnis
357620052,feature_id,2082425,gnis
357620074,ele,7,regular
357620074,name,Congregation Adath Yeshuron,regular
357620074,amenity,place_of_worship,regular
357620074,religion,jewish,regular
357620074,created,01/17/2006,gnis
357620074,state_id,36,gnis
357620074,county_id,047,gnis
357620074,feature_id,2082432,gnis
357620087,ele,6,regular
357620087,name,Kingsway Jewish Center,regular
357620087,amenity,place_of_worship,regular
357620087,religion,jewish,regular
357620087,created,01/17/2006,gnis
357620087,state_id,36,gnis
357620087,county_id,047,gnis
357620087,feature_id,2082436,gnis
357622361,ele,3,regular
357622361,name,Congregation Beth Shalom,regular
357622361,amenity,place_of_worship,regular
357622361,religion,jewish,regular
357622361,edited,11/14/2007,gnis
357622361,created,10/30/2006,gnis
357622361,state_id,36,gnis
357622361,county_id,047,gnis
357622361,feature_id,2093580,gnis
357622364,ele,5,regular
357622364,name,Homecrest Station Brooklyn Post Office,regular
357622364,amenity,post_office,regular
357622364,created,10/30/2006,gnis
357622364,state_id,36,gnis
357622364,county_id,047,gnis
357622364,feature_id,2093581,gnis
357622370,ele,6,regular
357622370,name,Temple Ahavath Sholom,regular
357622370,amenity,place_of_worship,regular
357622370,religion,jewish,regular
357622370,edited,11/14/2007,gnis
357622370,created,10/30/2006,gnis
357622370,state_id,36,gnis
357622370,county_id,047,gnis
357622370,feature_id,2093583,gnis
357622379,ele,7,regular
357622379,name,Sergeant Joyce Kilmer Triangle,regular
357622379,leisure,park,regular
357622379,edited,06/12/2008,gnis
357622379,created,10/30/2006,gnis
357622379,state_id,36,gnis
357622379,county_id,047,gnis
357622379,feature_id,2093586,gnis
357622394,ele,4,regular
357622394,name,Kingdom Hall of Jehovah's Witnesses,regular
357622394,amenity,place_of_worship,regular
357622394,religion,christian,regular
357622394,denomination,jehovahs_witness,regular
357622394,created,11/27/2006,gnis
357622394,state_id,36,gnis
357622394,county_id,047,gnis
357622394,feature_id,2093745,gnis
357622410,ele,7,regular
357622410,name,Morris Morgenstern High School,regular
357622410,amenity,school,regular
357622410,created,10/30/2006,gnis
357622410,state_id,36,gnis
357622410,county_id,047,gnis
357622410,feature_id,2093750,gnis
357622431,ele,4,regular
357622431,name,Gravesend Square,regular
357622431,leisure,park,regular
357622431,edited,07/20/2007,gnis
357622431,created,10/30/2006,gnis
357622431,state_id,36,gnis
357622431,county_id,047,gnis
357622431,feature_id,2093754,gnis
357622475,ele,3,regular
357622475,name,Emmanuel Episcopal Church,regular
357622475,amenity,place_of_worship,regular
357622475,religion,christian,regular
357622475,denomination,episcopal,regular
357622475,created,11/01/2006,gnis
357622475,state_id,36,gnis
357622475,county_id,047,gnis
357622475,feature_id,2094600,gnis
357622501,ele,3,regular
357622501,name,New Brighton Jewish Center,regular
357622501,amenity,place_of_worship,regular
357622501,religion,jewish,regular
357622501,city,Brooklyn,addr
357622501,street,Brighton 11th Street,addr
357622501,created,11/01/2006,gnis
357622501,postcode,11235,addr
357622501,state_id,36,gnis
357622501,county_id,047,gnis
357622501,feature_id,2094640,gnis
357622501,housenumber,184,addr
357622504,ele,3,regular
357622504,name,Hebrew Alliance of Brighton Beach,regular
357622504,amenity,place_of_worship,regular
357622504,religion,jewish,regular
357622504,created,11/01/2006,gnis
357622504,state_id,36,gnis
357622504,county_id,047,gnis
357622504,feature_id,2094641,gnis
357622545,ele,3,regular
357622545,name,Congregation Chasidei Bresslov,regular
357622545,amenity,place_of_worship,regular
357622545,religion,jewish,regular
357622545,edited,11/14/2007,gnis
357622545,created,11/01/2006,gnis
357622545,state_id,36,gnis
357622545,county_id,047,gnis
357622545,feature_id,2094684,gnis
357624693,ele,1,regular
357624693,name,New York Maritime Training Center (historical),regular
357624693,amenity,school,regular
357624693,created,12/18/2006,gnis
357624693,state_id,36,gnis
357624693,county_id,047,gnis
357624693,feature_id,2100165,gnis
357625254,city,Brooklyn,addr
357625254,postcode,11223,addr
357625254,state,NY,addr
357625254,amenity,place_of_worship,regular
357625254,ele,5,regular
357625254,county_id,047,gnis
357625254,created,02/13/2007,gnis
357625254,feature_id,2104438,gnis
357625254,state_id,36,gnis
357625254,name,Gravesend Reformed Church (historical),regular
357625254,religion,christian,regular
357628303,ele,8,regular
357628303,name,Colonel David Marcus Memorial Playground,regular
357628303,leisure,park,regular
357628303,created,07/23/2007,gnis
357628303,state_id,36,gnis
357628303,county_id,047,gnis
357628303,feature_id,2128957,gnis
357628324,ele,6,regular
357628324,name,Corporal Wiltshire Triangle,regular
357628324,leisure,park,regular
357628324,created,07/23/2007,gnis
357628324,state_id,36,gnis
357628324,county_id,047,gnis
357628324,feature_id,2129115,gnis
357628352,ele,6,regular
357628352,name,Private First Class Thomas Norton Memorial Playground,regular
357628352,leisure,park,regular
357628352,created,07/23/2007,gnis
357628352,state_id,36,gnis
357628352,county_id,047,gnis
357628352,feature_id,2129119,gnis
357628358,ele,6,regular
357628358,name,Aimee Triangle,regular
357628358,leisure,park,regular
357628358,created,07/23/2007,gnis
357628358,state_id,36,gnis
357628358,county_id,047,gnis
357628358,feature_id,2129120,gnis
357628362,ele,5,regular
357628362,name,Power Playground,regular
357628362,leisure,park,regular
357628362,created,07/23/2007,gnis
357628362,state_id,36,gnis
357628362,county_id,047,gnis
357628362,feature_id,2129121,gnis
357628366,ele,4,regular
357628366,name,Trust Triangle,regular
357628366,leisure,park,regular
357628366,created,07/23/2007,gnis
357628366,state_id,36,gnis
357628366,county_id,047,gnis
357628366,feature_id,2129122,gnis
357628421,ele,3,regular
357628421,name,West Playground,regular
357628421,leisure,park,regular
357628421,created,07/23/2007,gnis
357628421,state_id,36,gnis
357628421,county_id,047,gnis
357628421,feature_id,2129336,gnis
357628425,ele,4,regular
357628425,name,Homecrest Playground,regular
357628425,leisure,park,regular
357628425,created,07/23/2007,gnis
357628425,state_id,36,gnis
357628425,county_id,047,gnis
357628425,feature_id,2129340,gnis
357628431,ele,2,regular
357628431,name,Sixteen Trees Triangle,regular
357628431,leisure,park,regular
357628431,created,07/23/2007,gnis
357628431,state_id,36,gnis
357628431,county_id,047,gnis
357628431,feature_id,2129345,gnis
357628436,ele,3,regular
357628436,county_id,047,gnis
357628436,created,07/23/2007,gnis
357628436,feature_id,2129349,gnis
357628436,state_id,36,gnis
357628436,leisure,park,regular
357628436,name,Grady Playground,regular
357628436,website,https://www.nycgovparks.org/parks/grady-playground,regular
357628439,ele,6,regular
357628439,name,Mellett Playground,regular
357628439,leisure,park,regular
357628439,created,07/23/2007,gnis
357628439,state_id,36,gnis
357628439,county_id,047,gnis
357628439,feature_id,2129352,gnis
357628449,ele,4,regular
357628449,name,Galapo Playground,regular
357628449,leisure,park,regular
357628449,created,07/23/2007,gnis
357628449,state_id,36,gnis
357628449,county_id,047,gnis
357628449,feature_id,2129358,gnis
357628455,ele,3,regular
357628455,name,Herman Dolgon Playground,regular
357628455,leisure,park,regular
357628455,created,07/23/2007,gnis
357628455,state_id,36,gnis
357628455,county_id,047,gnis
357628455,feature_id,2129362,gnis
357628466,ele,3,regular
357628466,name,Yak Playground,regular
357628466,leisure,park,regular
357628466,created,07/23/2007,gnis
357628466,state_id,36,gnis
357628466,county_id,047,gnis
357628466,feature_id,2129369,gnis
357630077,ele,1,regular
357630077,name,Manhattan Beach Civil Defense Training Center (historical),regular
357630077,amenity,school,regular
357630077,created,11/14/2007,gnis
357630077,state_id,36,gnis
357630077,county_id,047,gnis
357630077,feature_id,2359509,gnis
357648497,ele,3,regular
357648497,name,Public School K771,regular
357648497,amenity,school,regular
357648497,created,10/21/2008,gnis
357648497,state_id,36,gnis
357648497,county_id,047,gnis
357648497,feature_id,2493043,gnis
368047117,ele,5,regular
368047117,name,New York Engine Company 254,regular
368047117,source,USGS Geonames,regular
368047117,amenity,fire_station,regular
368047117,state,NY,addr
368047117,reviewed,no,gnis
368047117,feature_id,2081151,gnis
368047117,county_name,Kings,gnis
368047117,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
368047139,ele,4,regular
368047139,name,New York Engine Company 246,regular
368047139,source,USGS Geonames,regular
368047139,amenity,fire_station,regular
368047139,state,NY,addr
368047139,reviewed,no,gnis
368047139,feature_id,2081144,gnis
368047139,county_name,Kings,gnis
368047139,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
368047735,ele,7,regular
368047735,name,New York Engine Company 276,regular
368047735,source,USGS Geonames,regular
368047735,amenity,fire_station,regular
368047735,state,NY,addr
368047735,reviewed,no,gnis
368047735,feature_id,2081155,gnis
368047735,county_name,Kings,gnis
368047735,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
368047772,ele,4,regular
368047772,name,New York Engine Company 309,regular
368047772,source,USGS Geonames,regular
368047772,amenity,fire_station,regular
368047772,state,NY,addr
368047772,reviewed,no,gnis
368047772,feature_id,2081172,gnis
368047772,county_name,Kings,gnis
368047772,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
368047794,ele,3,regular
368047794,name,New York Engine Company 321,regular
368047794,source,USGS Geonames,regular
368047794,amenity,fire_station,regular
368047794,state,NY,addr
368047794,reviewed,no,gnis
368047794,feature_id,2081175,gnis
368047794,county_name,Kings,gnis
368047794,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
368047813,ele,3,regular
368047813,name,New York Foam Company 87,regular
368047813,source,USGS Geonames,regular
368047813,amenity,fire_station,regular
368047813,state,NY,addr
368047813,reviewed,no,gnis
368047813,feature_id,2081180,gnis
368047813,county_name,Kings,gnis
368047813,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
368047942,ele,4,regular
368047942,name,New York Ladder Company 159,regular
368047942,source,USGS Geonames,regular
368047942,amenity,fire_station,regular
368047942,state,NY,addr
368047942,reviewed,no,gnis
368047942,feature_id,2081264,gnis
368047942,county_name,Kings,gnis
368047942,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
368047949,ele,7,regular
368047949,name,New York Ladder Company 156,regular
368047949,source,USGS Geonames,regular
368047949,amenity,fire_station,regular
368047949,state,NY,addr
368047949,reviewed,no,gnis
368047949,feature_id,2081262,gnis
368047949,county_name,Kings,gnis
368047949,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
368047954,ele,5,regular
368047954,name,New York Ladder Company 153,regular
368047954,source,USGS Geonames,regular
368047954,amenity,fire_station,regular
368047954,state,NY,addr
368047954,reviewed,no,gnis
368047954,feature_id,2081261,gnis
368047954,county_name,Kings,gnis
368047954,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
368047960,ele,4,regular
368047960,name,New York Ladder Company 169,regular
